Transaction ID,Customer ID,Customer Name,Age,Gender,City,Product Name,Category,Quantity,Unit Price,Discount (%),Total Amount,Purchase Date,Payment Method,Customer Rating,Order Status,Delivery Days,Membership Type
TXN00162,CUST0017,Farhan Javed,44,Female,Multan,Cricket Bat,Sports & Fitness,6,6870.96,5.0,39164.47,2025-02-13,Mobile Wallet,1.5,Delivered,3.0,Basic
TXN00160,CUST0015,Nadia Raza,41,Male,Multan,Lipstick Set,Beauty,5,24579.78,5.0,116753.95,2025-08-26,Credit Card,4.7,Delivered,5.0,Basic
TXN00116,CUST0024,Rabia Raza,25,Male,Faisalabad,Dry Fruits Mix,Groceries,3,10958.52,10.0,29588.0,2025-05-18,Credit Card,4.7,Delivered,11.0,Silver
TXN00149,CUST0046,Junaid Baig,28,Male,Sialkot,Bed Sheet Set,Home & Kitchen,3,6250.9,15.0,15939.79,2025-03-05,Cash,2.1,Delivered,4.0,Basic
TXN00004,CUST0086,Waleed Malik,63,Female,Gujranwala,Honey Jar,Groceries,7,18028.68,25.0,94650.57,2025-06-04,Debit Card,4.4,Delivered,2.0,Silver
TXN00250,CUST0047,Ayesha Hussain,33,Male,Peshawar,Denim Jeans,Clothing,4,10828.23,15.0,36815.98,2025-11-19,Mobile Wallet,3.0,Delivered,6.0,Basic
TXN00095,CUST0013,Ali Qureshi,47,Male,Karachi,Moisturizer,Beauty,7,24526.28,0.0,171683.96,2025-12-08,Credit Card,4.2,Returned,2.0,Basic
TXN00284,CUST0028,Sara Ahmed,39,Male,Gujranwala,Non-Stick Pan,Home & Kitchen,3,14141.24,5.0,40302.53,2025-01-22,Cash,2.0,Delivered,4.0,Basic
TXN00066,CUST0066,Sana Malik,27,Male,Sialkot,Basmati Rice 5kg,Groceries,5,23403.92,10.0,105317.64,2025-01-25,Credit Card,2.5,Delivered,3.0,Basic
TXN00291,CUST0036,Mehak Iqbal,49,Female,Rawalpindi,Sketch Pens Set,Books & Stationery,6,4091.26,10.0,22092.8,2025-08-31,Credit Card,4.0,Delivered,4.0,Silver
TXN00297,CUST0050,Omar Farooq,-5,Male,Sialkot,Honey Jar,Groceries,7,366.87,5.0,2439.69,2025-03-13,Credit Card,2.3,Delivered,7.0,Basic
TXN00085,CUST0003,Tariq Ahmed,57,Male,Rawalpindi,Vacuum Flask,Home & Kitchen,7,10656.73,10.0,67137.4,2025-05-27,Credit Card,2.6,Delivered,4.0,Platinum
TXN00015,CUST0054,Hina Malik,58,Female,Sialkot,USB-C Cable,Electronics,1,7168.47,5.0,6810.05,2025-08-12,Debit Card,3.4,Delivered,5.0,Gold
TXN00242,CUST0070,Maria Chaudhry,64,Female,Multan,Women's Kurta,Clothing,3,24310.13,15.0,61990.83,2025-08-02,Credit Card,2.2,Delivered,7.0,Gold
TXN00099,CUST0036,Mehak Iqbal,49,Female,Rawalpindi,Green Tea Pack,Groceries,3,-18795.87,20.0,45110.09,2025-03-02,Cash,4.6,Returned,6.0,Silver
TXN00279,CUST0004,Asad Javed,36,Male,Sialkot,Power Bank,Electronics,4,8558.67,0.0,34234.68,2025-03-14,Bank Transfer,2.6,Returned,5.0,Basic
TXN00257,CUST0071,Nadia Khan,41,Male,Karachi,Honey Jar,Groceries,7,17142.83,30.0,83999.87,2025-07-01,Debit Card,3.1,Delivered,5.0,Basic
TXN00254,CUST0085,Salman Ahmed,47,Male,Quetta,Smartphone Case,Electronics,6,24683.5,0.0,148101.0,2025-05-03,Debit Card,1.3,Delivered,9.0,Platinum
TXN00087,CUST0051,Zeeshan Hussain,33,Male,Gujranwala,Resistance Bands,Sports & Fitness,2,16795.87,0.0,33591.74,2025-11-14,Credit Card,1.6,Delivered,4.0,Basic
TXN00074,CUST0060,Hina Iqbal,47,Male,Quetta,Blender,Home & Kitchen,2,17843.06,20.0,28548.9,2025-07-29,Debit Card,,Delivered,10.0,Basic
TXN00130,CUST0038,Junaid Raza,31,Female,Lahore,Smartphone Case,Electronics,1,20917.28,0.0,20917.28,2025-09-20,Debit Card,4.7,Delivered,6.0,Gold
TXN00081,CUST0071,Nadia Khan,41,Male,Karachi,Bluetooth Speaker,Electronics,4,3487.04,0.0,13948.16,2025-10-14,Mobile Wallet,2.6,Delivered,7.0,Basic
TXN00227,CUST0074,Hina Baig,50,Female,Lahore,Dry Fruits Mix,Groceries,4,10618.26,5.0,40349.39,2025-05-17,Credit Card,1.6,Delivered,6.0,Platinum
TXN00003,CUST0013,Ali Qureshi,47,Male,Karachi,Cricket Bat,Sports & Fitness,4,9768.0,15.0,33211.2,2025-03-06,Bank Transfer,4.7,Delivered,7.0,Basic
TXN00139,CUST0062,Noor Javed,61,Female,Sialkot,Sunscreen SPF50,Beauty,5,11038.57,0.0,55192.85,2025-10-07,Mobile Wallet,1.7,Delivered,8.0,Silver
TXN00282,CUST0086,Waleed Malik,63,Female,Gujranwala,Face Wash,Beauty,3,22200.15,20.0,53280.36,2025-07-12,Credit Card,4.1,Delivered,6.0,Silver
TXN00256,CUST0052,Warda Khan,26,Male,Islamabad,Sunscreen SPF50,Beauty,6,18900.91,20.0,90724.37,2025-05-22,Debit Card,2.0,Delivered,9.0,Silver
TXN00174,CUST0034,Zeeshan Farooq,39,Female,Faisalabad,Face Wash,Beauty,5,18676.67,10.0,84045.01,2025-02-07,Debit Card,2.8,Delivered,6.0,Basic
TXN00273,CUST0088,Waleed Farooq,20,Female,Lahore,Notebook Pack,Books & Stationery,3,606.21,10.0,1636.77,2025-04-26,Credit Card,2.7,Delivered,6.0,Basic
TXN00283,CUST0069,Maria Khan,38,Female,Multan,Denim Jeans,Clothing,7,20629.77,25.0,108306.29,2025-05-08,Credit Card,4.8,Returned,10.0,Basic
TXN00207,CUST0003,Tariq Ahmed,57,Male,Rawalpindi,Women's Kurta,Clothing,5,1470.1,5.0,6982.97,2025-06-15,Credit Card,2.8,Delivered,2.0,Platinum
TXN00175,CUST0017,Farhan Javed,44,Female,Multan,Football,Sports & Fitness,6,8934.22,10.0,48244.79,2025-02-16,Mobile Wallet,4.9,Returned,2.0,Basic
TXN00058,CUST0007,Amina Hussain,53,Male,Karachi,Cricket Bat,Sports & Fitness,4,15658.26,5.0,59501.39,2025-09-20,Credit Card,3.4,Delivered,1.0,Basic
TXN00123,CUST0022,Sana Khan,22,Female,Lahore,Sports Shoes,Clothing,5,21990.24,5.0,104453.64,2025-02-12,Debit Card,4.2,Delivered,2.0,Silver
TXN00221,CUST0009,Hina Chaudhry,60,Male,Faisalabad,Formal Shirt,Clothing,1,7200.06,0.0,7200.06,2025-11-29,Credit Card,2.5,Delivered,5.0,Basic
TXN00103,CUST0032,Asad Khan,26,Male,Rawalpindi,Blender,Home & Kitchen,3,5713.97,0.0,17141.91,2025-08-25,Cash,1.5,Delivered,9.0,Basic
TXN00067,CUST0066,Sana Malik,27,Male,Sialkot,Women's Kurta,Clothing,5,8685.1,25.0,32569.12,2025-09-22,Bank Transfer,1.4,Returned,3.0,Basic
TXN00195,CUST0030,Ayesha Hussain,41,Male,Quetta,Dumbbell Set,Sports & Fitness,4,4005.98,0.0,16023.92,2025-10-22,Debit Card,3.9,Processing,8.0,Silver
TXN00180,CUST0046,Junaid Baig,28,Male,Sialkot,Denim Jeans,Clothing,5,22771.98,5.0,108166.9,2025-12-25,Debit Card,2.2,Delivered,7.0,Basic
TXN00102,CUST0019,Zeeshan Abbasi,19,Male,Islamabad,Notebook Pack,Books & Stationery,1,10043.69,15.0,8537.14,2025-08-02,Debit Card,4.0,Delivered,3.0,Basic
TXN00019,CUST0066,Sana Malik,27,Male,Sialkot,Blender,Home & Kitchen,6,8066.93,20.0,38721.26,2025-05-20,Cash,1.5,Cancelled,6.0,Basic
TXN00082,CUST0033,Amina Ahmed,26,Male,Multan,Desk Organizer,Books & Stationery,4,16600.8,10.0,59762.88,2025-01-27,Credit Card,4.8,Delivered,6.0,Platinum
TXN00278,CUST0078,Ali Butt,20,Male,Karachi,Lipstick Set,Beauty,7,3320.55,25.0,17432.89,2025-05-19,Cash,4.3,Delivered,1.0,Silver
TXN00236,CUST0047,Ayesha Hussain,33,Male,Peshawar,Spice Set,Groceries,1,9411.3,5.0,8940.73,2025-08-30,Credit Card,1.8,Delivered,5.0,Basic
TXN00056,CUST0005,Sara Farooq,59,Female,Lahore,Planner 2026,Books & Stationery,3,22283.48,10.0,60165.4,2025-03-28,Debit Card,1.6,Delivered,2.0,Silver
TXN00165,CUST0079,Iqra Butt,33,Male,Faisalabad,Desk Organizer,Books & Stationery,1,19586.71,25.0,14690.03,2025-02-08,Mobile Wallet,2.8,Delivered,9.0,Basic
TXN00178,CUST0022,Sana Khan,22,Female,Lahore,Perfume 100ml,Beauty,4,8847.78,10.0,31852.01,2025-01-25,Credit Card,4.2,Delivered,2.0,Silver
TXN00223,CUST0043,Warda Chaudhry,27,Male,Gujranwala,Basmati Rice 5kg,Groceries,6,19189.49,20.0,92109.55,2025-06-24,Bank Transfer,2.7,Cancelled,10.0,Silver
TXN00148,CUST0031,Fatima Farooq,22,Male,Peshawar,Sketch Pens Set,Books & Stationery,6,20432.31,5.0,116464.17,2025-06-09,Credit Card,,Delivered,10.0,Silver
TXN00235,CUST0061,Mehak Abbasi,29,Male,Quetta,Smartwatch,Electronics,7,18788.31,20.0,105214.54,2025-06-27,Credit Card,2.3,Delivered,2.0,Silver
TXN00194,CUST0054,Hina Malik,58,Female,Sialkot,Sunscreen SPF50,Beauty,4,11238.43,0.0,44953.72,2025-06-14,Cash,4.6,Delivered,9.0,Gold
TXN00023,CUST0067,Faisal Baig,46,Male,Karachi,Bed Sheet Set,Home & Kitchen,2,4397.9,20.0,7036.64,2025-12-02,Mobile Wallet,3.2,Processing,11.0,Basic
TXN00091,CUST0061,Mehak Abbasi,29,Male,Quetta,Denim Jeans,Clothing,7,23119.7,20.0,129470.32,2025-12-07,Bank Transfer,4.0,Delivered,11.0,Silver
TXN00129,CUST0043,Warda Chaudhry,27,Male,Gujranwala,Resistance Bands,Sports & Fitness,1,17733.19,5.0,16846.53,2025-07-10,Mobile Wallet,1.2,Cancelled,10.0,Silver
TXN00228,CUST0036,Mehak Iqbal,49,Female,Rawalpindi,Green Tea Pack,Groceries,6,6641.03,-10.0,27892.33,2025-01-03,Mobile Wallet,4.9,Delivered,9.0,Silver
TXN00126,CUST0058,Fatima Javed,57,Male,Karachi,Face Wash,Beauty,3,15582.26,0.0,46746.78,2025-07-31,Credit Card,3.1,Delivered,6.0,Silver
TXN00151,CUST0031,Fatima Farooq,22,Male,Peshawar,Cricket Bat,Sports & Fitness,5,22277.55,25.0,83540.81,2025-07-03,Cash,2.8,Delivered,9.0,Silver
TXN00092,CUST0045,Mehak Raza,63,Female,Gujranwala,Table Lamp,Home & Kitchen,4,6233.59,10.0,22440.92,2025-08-19,Debit Card,2.0,Delivered,4.0,Gold
TXN00296,CUST0012,Asad Abbasi,38,Male,Sialkot,Cutlery Set,Home & Kitchen,6,9075.45,5.0,51730.07,2025-06-05,Bank Transfer,4.0,Delivered,2.0,Basic
TXN00281,CUST0038,Junaid Raza,31,Female,Lahore,Spice Set,Groceries,5,11581.62,15.0,49221.89,2025-06-28,Debit Card,0.0,Delivered,1.0,Gold
TXN00146,CUST0090,Waleed Hussain,61,Male,Quetta,Cooking Oil 3L,Groceries,4,22105.79,15.0,75159.69,2025-03-03,Credit Card,1.7,Delivered,8.0,Silver
TXN00128,CUST0007,Amina Hussain,53,Male,Karachi,Moisturizer,Beauty,7,15965.59,,106171.17,2025-02-18,Debit Card,,Processing,,Basic
TXN00237,CUST0026,Sana Baig,41,Male,Peshawar,Cooking Oil 3L,Groceries,3,13487.47,15.0,34393.05,2025-01-07,Mobile Wallet,3.4,Delivered,5.0,Platinum
TXN00240,CUST0004,Asad Javed,36,Male,Sialkot,Sketch Pens Set,Books & Stationery,6,21765.63,0.0,130593.78,2025-02-06,Mobile Wallet,1.9,Delivered,7.0,Basic
TXN00025,CUST0022,Sana Khan,22,Female,Lahore,Women's Kurta,Clothing,7,1402.83,0.0,9819.81,2025-03-12,Debit Card,3.0,Delivered,4.0,Silver
TXN00115,CUST0020,Faisal Chaudhry,38,Female,Peshawar,Dry Fruits Mix,Groceries,5,3462.9,5.0,16448.77,2025-03-20,Mobile Wallet,1.4,Delivered,3.0,Gold
TXN00288,CUST0049,Ayesha Ahmed,21,Male,Sialkot,Green Tea Pack,Groceries,4,2916.78,0.0,11667.12,2025-04-25,Credit Card,2.6,Delivered,10.0,Basic
TXN00063,CUST0005,Sara Farooq,59,Female,Lahore,Desk Organizer,Books & Stationery,7,9662.6,10.0,60874.38,2025-02-02,Bank Transfer,3.9,Delivered,9.0,Silver
TXN00268,CUST0044,Faisal Butt,64,Male,Gujranwala,Table Lamp,Home & Kitchen,2,20540.43,10.0,36972.77,2025-03-14,Mobile Wallet,3.7,Cancelled,1.0,Basic
TXN00079,CUST0055,Maria Ahmed,38,Female,Karachi,Formal Shirt,Clothing,7,8732.26,0.0,61125.82,2025-12-06,Debit Card,4.2,Delivered,4.0,Basic
TXN00105,CUST0045,Mehak Raza,63,Female,Gujranwala,Football,Sports & Fitness,7,21859.62,0.0,153017.34,2025-08-13,Credit Card,3.6,Delivered,3.0,Gold
TXN00051,CUST0059,Ayesha Yousaf,25,Female,Multan,Sunscreen SPF50,Beauty,2,1470.14,0.0,2940.28,2025-01-08,Credit Card,1.0,Delivered,11.0,Gold
TXN00264,CUST0044,Faisal Butt,64,Male,Gujranwala,Men's T-Shirt,Clothing,6,20737.79,10.0,111984.07,2025-12-16,Credit Card,2.4,Cancelled,7.0,Basic
TXN00119,CUST0047,Ayesha Hussain,33,Male,Peshawar,Planner 2026,Books & Stationery,7,15055.64,15.0,89581.06,2025-12-28,Credit Card,4.8,Returned,1.0,Basic
TXN00053,CUST0041,Danish Ahmed,46,Male,Gujranwala,Perfume 100ml,Beauty,2,19391.55,20.0,31026.48,2025-04-16,Debit Card,4.7,Delivered,3.0,Basic
TXN00062,CUST0047,Ayesha Hussain,33,Male,Peshawar,Denim Jeans,Clothing,7,4707.51,0.0,32952.57,2025-12-01,Credit Card,4.7,Delivered,10.0,Basic
TXN00249,CUST0039,Nadia Malik,32,Male,Multan,Notebook Pack,Books & Stationery,1,21604.93,20.0,17283.94,2025-01-28,Cash,1.1,Cancelled,1.0,Silver
TXN00210,CUST0016,Kashif Qureshi,48,Female,Rawalpindi,Spice Set,Groceries,3,2777.1,15.0,7081.6,2025-10-31,Debit Card,1.1,Delivered,11.0,Gold
TXN00029,CUST0084,Farhan Qureshi,41,Male,Sialkot,Resistance Bands,Sports & Fitness,5,4684.41,5.0,22250.95,2025-04-26,Mobile Wallet,1.1,Delivered,3.0,Silver
TXN00070,CUST0060,Hina Iqbal,47,Male,Quetta,Yoga Mat,Sports & Fitness,7,24564.46,25.0,128963.42,2025-08-03,Credit Card,1.6,Delivered,1.0,Basic
TXN00037,CUST0052,Warda Khan,26,Male,Islamabad,Hair Serum,Beauty,1,10213.48,20.0,8170.78,2025-08-11,Mobile Wallet,2.0,Delivered,8.0,Silver
TXN00041,CUST0014,Asad Hussain,54,Female,Peshawar,Bluetooth Speaker,Electronics,2,736.42,10.0,1325.56,2025-12-17,Credit Card,2.4,Processing,7.0,Gold
TXN00270,CUST0052,Warda Khan,26,Male,Islamabad,Smartphone Case,Electronics,1,6048.48,20.0,4838.78,2025-05-12,Debit Card,1.9,Delivered,2.0,Silver
TXN00012,CUST0078,Ali Butt,20,Male,Karachi,Wireless Earbuds,Electronics,5,1346.06,20.0,5384.24,2025-06-17,Cash,1.7,Delivered,8.0,Silver
TXN00247,CUST0034,Zeeshan Farooq,39,Female,Faisalabad,Perfume 100ml,Beauty,4,14636.83,5.0,55619.95,2025-04-24,Credit Card,1.6,Delivered,10.0,Basic
TXN00274,CUST0028,Sara Ahmed,39,Male,Gujranwala,Cutlery Set,Home & Kitchen,3,24257.32,0.0,72771.96,2025-08-13,Debit Card,2.2,Delivered,4.0,Basic
TXN00189,CUST0040,Hamza Chaudhry,29,Female,Peshawar,Lipstick Set,Beauty,7,23343.46,0.0,163404.22,2025-05-19,Credit Card,4.3,Delivered,6.0,Gold
TXN00161,CUST0090,Waleed Hussain,61,Male,Quetta,Planner 2026,Books & Stationery,1,11865.32,0.0,11865.32,2025-03-05,Credit Card,2.9,Delivered,3.0,Silver
TXN00112,CUST0085,Salman Ahmed,47,Male,Quetta,Yoga Mat,Sports & Fitness,7,2765.83,0.0,19360.81,2025-01-19,Cash,3.5,Cancelled,2.0,Platinum
TXN00099,CUST0036,Mehak Iqbal,49,Female,Rawalpindi,Green Tea Pack,Groceries,3,18795.87,20.0,45110.09,2025-03-02,Cash,4.6,Returned,6.0,Silver
TXN00203,CUST0038,Junaid Raza,31,Female,Lahore,Table Lamp,Home & Kitchen,7,18433.41,0.0,129033.87,2025-12-11,Mobile Wallet,2.5,Delivered,10.0,Gold
TXN00047,CUST0081,Amina Baig,58,Male,Rawalpindi,Blender,Home & Kitchen,4,8020.48,0.0,32081.92,2025-11-07,Cash,2.5,Delivered,2.0,Silver
TXN00140,CUST0040,Hamza Chaudhry,29,Female,Peshawar,Power Bank,Electronics,4,13132.88,10.0,47278.37,2025-12-07,Debit Card,5.0,Delivered,5.0,Gold
TXN00260,CUST0053,Zeeshan Ahmed,31,Female,Multan,Perfume 100ml,Beauty,3,17522.66,25.0,39425.99,2025-01-22,Credit Card,3.7,Delivered,7.0,Silver
TXN00133,CUST0034,Zeeshan Farooq,39,Female,Faisalabad,Bed Sheet Set,Home & Kitchen,4,22503.36,-10.0,63009.41,2025-06-09,Debit Card,2.9,Delivered,8.0,Basic
TXN00008,CUST0022,Sana Khan,22,Female,Lahore,Sports Shoes,Clothing,6,5195.64,25.0,23380.38,2025-04-16,Cash,1.1,Delivered,8.0,Silver
TXN00109,CUST0056,Zeeshan Chaudhry,24,Female,Rawalpindi,Sports Shoes,Clothing,7,11907.91,10.0,75019.83,2025-11-02,Credit Card,1.2,Delivered,11.0,Platinum
TXN00185,CUST0059,Ayesha Yousaf,25,Female,Multan,Table Lamp,Home & Kitchen,2,5657.83,0.0,11315.66,2025-08-02,Bank Transfer,2.7,Delivered,1.0,Gold
TXN00155,CUST0026,Sana Baig,41,Male,Peshawar,Resistance Bands,Sports & Fitness,3,20902.79,15.0,53302.11,2025-09-02,Mobile Wallet,1.7,Delivered,3.0,Platinum
TXN00295,CUST0022,Sana Khan,22,Female,Lahore,Formal Shirt,Clothing,1,21555.92,0.0,21555.92,2025-05-02,Cash,5.0,Delivered,6.0,Silver
TXN00016,CUST0089,Hamza Farooq,18,Male,Multan,Spice Set,Groceries,2,14831.16,5.0,28179.2,2025-12-02,Debit Card,2.7,Delivered,1.0,Silver
TXN00114,CUST0016,Kashif Qureshi,48,Female,Rawalpindi,Moisturizer,Beauty,6,4507.43,30.0,18931.21,2025-04-29,Mobile Wallet,3.0,Delivered,6.0,Gold
TXN00008,CUST0022,Sana Khan,22,Female,Lahore,Sports Shoes,Clothing,6,5195.64,25.0,23380.38,2025-04-16,Cash,1.1,Delivered,8.0,Silver
TXN00269,CUST0004,Asad Javed,36,Male,Sialkot,Sports Shoes,Clothing,1,23526.68,25.0,17645.01,2025-01-21,Debit Card,3.6,Delivered,6.0,Basic
TXN00156,CUST0070,Maria Chaudhry,64,Female,Multan,Resistance Bands,Sports & Fitness,1,17039.4,20.0,13631.52,2025-06-02,Mobile Wallet,2.1,Delivered,3.0,Gold
TXN00213,CUST0044,Faisal Butt,64,Male,Gujranwala,Dumbbell Set,Sports & Fitness,4,3533.76,0.0,14135.04,2025-09-22,Debit Card,2.1,Delivered,11.0,Basic
TXN00169,CUST0006,Fatima Hussain,50,Female,Faisalabad,Non-Stick Pan,Home & Kitchen,7,2617.05,5.0,17403.38,2025-08-13,Bank Transfer,2.1,Delivered,10.0,Gold
TXN00208,CUST0055,Maria Ahmed,38,Female,Karachi,Denim Jeans,Clothing,1,15475.34,5.0,14701.57,2025-04-30,Cash,1.4,Delivered,8.0,Basic
TXN00090,CUST0038,Junaid Raza,31,Female,Lahore,Blender,Home & Kitchen,7,21393.41,5.0,142266.18,2025-11-08,Debit Card,3.0,Delivered,6.0,Gold
TXN00217,CUST0059,Ayesha Yousaf,25,Female,Multan,Sketch Pens Set,Books & Stationery,4,9224.08,20.0,29517.06,2025-01-21,Mobile Wallet,1.9,Delivered,7.0,Gold
TXN00098,CUST0076,Iqra Hussain,52,Female,Karachi,Blender,Home & Kitchen,3,1570.05,15.0,4003.63,2025-10-05,Mobile Wallet,4.1,Cancelled,4.0,Silver
TXN00285,CUST0025,Iqra Sheikh,63,Male,Lahore,Cricket Bat,Sports & Fitness,5,13168.1,5.0,62548.47,2025-03-29,Mobile Wallet,1.8,Delivered,6.0,Platinum
TXN00009,CUST0037,Nadia Iqbal,55,Male,Islamabad,Moisturizer,Beauty,6,6192.25,20.0,29722.8,2025-03-31,Mobile Wallet,4.2,Delivered,1.0,Silver
TXN00028,CUST0013,Ali Qureshi,47,Male,Karachi,Dumbbell Set,Sports & Fitness,5,21301.78,5.0,101183.45,2025-08-01,Cash,3.1,Delivered,6.0,Basic
TXN00272,CUST0082,Warda Abbasi,40,Female,Peshawar,Novel - Fiction,Books & Stationery,5,15617.62,10.0,70279.29,2025-07-07,Mobile Wallet,1.1,Delivered,8.0,Silver
TXN00059,CUST0047,Ayesha Hussain,33,Male,Peshawar,Notebook Pack,Books & Stationery,1,15014.13,0.0,15014.13,2025-11-05,Debit Card,2.0,Delivered,10.0,Basic
TXN00200,CUST0081,Amina Baig,58,Male,Rawalpindi,Desk Organizer,Books & Stationery,7,22675.78,30.0,111111.32,2025-03-11,Mobile Wallet,1.3,Delivered,7.0,Silver
TXN00172,CUST0055,Maria Ahmed,38,Female,Karachi,USB-C Cable,Electronics,3,23645.16,0.0,70935.48,2025-05-11,Mobile Wallet,2.0,Delivered,9.0,Basic
TXN00231,CUST0014,Asad Hussain,54,Female,Peshawar,Bluetooth Speaker,Electronics,7,22399.8,0.0,156798.6,2025-04-05,Bank Transfer,3.4,Delivered,4.0,Gold
TXN00032,CUST0049,Ayesha Ahmed,21,Male,Sialkot,Planner 2026,Books & Stationery,4,13961.66,15.0,47469.64,2025-06-01,Credit Card,4.9,Delivered,11.0,Basic
TXN00002,CUST0066,Sana Malik,27,Male,Sialkot,Dry Fruits Mix,Groceries,7,19134.54,5.0,127244.69,2025-10-17,Credit Card,2.3,Delivered,5.0,Basic
TXN00164,CUST0034,Zeeshan Farooq,39,Female,Faisalabad,Resistance Bands,Sports & Fitness,6,21255.0,0.0,127530.0,2025-07-10,Credit Card,4.5,Delivered,1.0,Basic
TXN00014,CUST0069,Maria Khan,38,Female,Multan,Hair Serum,Beauty,5,16336.06,25.0,61260.23,2025-02-27,Credit Card,3.0,Delivered,2.0,Basic
TXN00010,CUST0085,Salman Ahmed,47,Male,Quetta,Lipstick Set,Beauty,6,1291.74,0.0,7750.44,2025-02-11,Bank Transfer,3.0,Delivered,2.0,Platinum
TXN00286,CUST0019,Zeeshan Abbasi,19,Male,Islamabad,Planner 2026,Books & Stationery,6,14499.27,20.0,69596.5,2025-04-07,Bank Transfer,4.5,Delivered,4.0,Basic
TXN00096,CUST0048,Noor Hussain,35,Female,Islamabad,Perfume 100ml,Beauty,1,20863.47,0.0,20863.47,2025-02-26,Debit Card,3.2,Delivered,5.0,Basic
TXN00035,CUST0056,Zeeshan Chaudhry,24,Female,Rawalpindi,Wireless Earbuds,Electronics,3,1502.85,0.0,-4508.55,2025-12-06,Bank Transfer,3.9,Cancelled,8.0,Platinum
TXN00097,CUST0031,Fatima Farooq,22,Male,Peshawar,Face Wash,Beauty,7,24985.72,10.0,157410.04,2025-02-08,Mobile Wallet,3.9,Delivered,2.0,Silver
TXN00299,CUST0081,Amina Baig,58,Male,Rawalpindi,Green Tea Pack,Groceries,6,5394.94,0.0,32369.64,2025-10-08,Credit Card,1.1,Delivered,6.0,Silver
TXN00287,CUST0043,Warda Chaudhry,27,Male,Gujranwala,Sunscreen SPF50,Beauty,6,24829.54,5.0,141528.38,2025-03-27,Debit Card,4.0,Returned,9.0,Silver
TXN00222,CUST0056,Zeeshan Chaudhry,24,Female,Rawalpindi,Power Bank,Electronics,1,5292.22,15.0,4498.39,2025-08-07,Debit Card,7.5,Delivered,11.0,Platinum
TXN00238,CUST0016,Kashif Qureshi,48,Female,Rawalpindi,Football,Sports & Fitness,6,1750.35,5.0,9976.99,2025-12-27,Debit Card,4.9,Delivered,8.0,Gold
